Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
1,Task 1: sum1,26.802,2289.447,0.845,2317.094,27.647
1,Task 2: sum2,22.417,2288.374,1.349,2312.139,23.766
1,Task 3: sum3,25.958,2289.498,1.019,2316.476,26.977
1,Task 4: sum4,2313.113,2290.087,0.861,4604.061,2313.974
2,Task 1: sum1,1.294,2289.24,0.83,2291.364,2.124
2,Task 2: sum2,2.289,2289.093,1.133,2292.515,3.422
2,Task 3: sum3,1.515,2289.99,0.773,2292.279,2.289
2,Task 4: sum4,0.92,4580.675,0.697,4582.292,1.617
3,Task 1: sum1,3.417,2289.08,0.678,2293.175,4.095
3,Task 2: sum2,15.984,2289.166,1.03,2306.179,17.013
3,Task 3: sum3,4.515,2290.031,0.673,2295.219,5.188
3,Task 4: sum4,2293.456,2290.374,0.711,4584.541,2294.167
4,Task 1: sum1,3.102,2289.289,0.757,2293.149,3.86
4,Task 2: sum2,8.064,2289.016,1.107,2298.187,9.171
4,Task 3: sum3,4.267,2289.971,0.958,2295.195,5.225
4,Task 4: sum4,2293.182,2290.225,1.192,4584.599,2294.374
5,Task 1: sum1,3.173,2289.291,0.776,2293.239,3.949
5,Task 2: sum2,5.637,2289.182,2.389,2297.209,8.026
5,Task 3: sum3,4.924,2290.136,0.673,2295.733,5.597
5,Task 4: sum4,2.14,4581.78,0.673,4584.594,2.814

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 1: sum1,2.747,2289.225,0.760,2292.732,3.507
AVERAGE,Task 2: sum2,7.994,2289.114,1.415,2298.523,9.408
AVERAGE,Task 3: sum3,3.805,2290.032,0.769,2294.606,4.575
AVERAGE,Task 4: sum4,1147.425,3435.764,0.818,4584.007,1148.243
