Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
16,Task 1: sum1,0.917,2178.422,0.507,2179.846,1.424
16,Task 2: sum2,0.514,2189.089,0.46,2190.063,0.974
16,Task 3: sum3,0.956,2189.214,0.434,2190.604,1.39
16,Task 4: sum4,0.526,2189.196,0.456,2190.177,0.982
17,Task 1: sum1,3.389,2179.034,0.481,2182.904,3.87
17,Task 2: sum2,0.595,2186.402,0.457,2187.454,1.052
17,Task 3: sum3,1.864,2189.538,0.419,2191.822,2.283
17,Task 4: sum4,0.475,2189.254,0.39,2190.119,0.865
18,Task 1: sum1,0.804,2179.624,0.529,2180.957,1.333
18,Task 2: sum2,0.611,2189.714,0.437,2190.762,1.049
18,Task 3: sum3,1.0,2189.977,0.424,2191.402,1.424
18,Task 4: sum4,0.532,2187.176,0.473,2188.181,1.005
19,Task 1: sum1,3.144,2180.012,0.451,2183.607,3.595
19,Task 2: sum2,1.8,2190.299,0.451,2192.55,2.251
19,Task 3: sum3,0.551,2190.376,0.384,2191.311,0.935
19,Task 4: sum4,0.503,2190.888,0.465,2191.856,0.968
20,Task 1: sum1,3.166,2180.492,0.489,2184.146,3.655
20,Task 2: sum2,0.592,2190.446,0.461,2191.499,1.053
20,Task 3: sum3,1.957,2190.427,0.404,2192.788,2.361
20,Task 4: sum4,0.503,2189.914,0.466,2190.882,0.969
21,Task 1: sum1,2.836,2180.819,0.497,2184.152,3.333
21,Task 2: sum2,1.627,2191.763,0.533,2193.923,2.16
21,Task 3: sum3,0.62,2191.863,0.377,2192.859,0.996
21,Task 4: sum4,0.515,2191.731,0.442,2192.688,0.957
22,Task 1: sum1,3.492,2181.456,0.496,2185.444,3.987
22,Task 2: sum2,1.567,2191.036,0.512,2193.115,2.079
22,Task 3: sum3,1.868,2190.364,0.443,2192.676,2.311
22,Task 4: sum4,0.527,2189.923,0.478,2190.928,1.005
23,Task 1: sum1,3.314,2178.861,0.519,2182.694,3.833
23,Task 2: sum2,1.657,2188.516,0.476,2190.649,2.133
23,Task 3: sum3,1.912,2188.683,0.398,2190.993,2.31
23,Task 4: sum4,0.576,2188.128,0.495,2189.199,1.071
24,Task 1: sum1,3.217,2178.859,0.461,2182.537,3.678
24,Task 2: sum2,1.651,2188.579,0.508,2190.737,2.158
24,Task 3: sum3,1.605,2188.973,0.452,2191.03,2.057
24,Task 4: sum4,0.557,2189.027,0.488,2190.072,1.044
25,Task 1: sum1,3.195,2179.753,0.47,2183.417,3.664
25,Task 2: sum2,0.592,2189.379,0.426,2190.397,1.018
25,Task 3: sum3,1.798,2189.761,0.436,2191.995,2.234
25,Task 4: sum4,0.586,2189.826,0.4,2190.812,0.986
26,Task 1: sum1,0.765,2179.402,0.47,2180.636,1.235
26,Task 2: sum2,0.519,2190.029,0.433,2190.981,0.952
26,Task 3: sum3,0.583,2190.398,0.422,2191.402,1.005
26,Task 4: sum4,0.499,2191.181,0.391,2192.07,0.889
27,Task 1: sum1,1.231,2179.954,0.476,2181.661,1.707
27,Task 2: sum2,0.568,2190.002,0.456,2191.025,1.024
27,Task 3: sum3,1.887,2190.273,0.431,2192.592,2.318
27,Task 4: sum4,0.524,2190.302,0.39,2191.216,0.914
28,Task 1: sum1,0.738,2181.241,0.509,2182.488,1.247
28,Task 2: sum2,0.555,2190.585,0.464,2191.604,1.019
28,Task 3: sum3,0.936,2191.377,0.424,2192.738,1.361
28,Task 4: sum4,0.528,2189.003,0.452,2189.983,0.98
29,Task 1: sum1,3.105,2181.049,0.599,2184.753,3.704
29,Task 2: sum2,1.645,2191.212,0.487,2193.344,2.131
29,Task 3: sum3,0.581,2191.799,0.421,2192.802,1.003
29,Task 4: sum4,0.51,2191.482,0.442,2192.434,0.952
30,Task 1: sum1,3.604,2181.888,0.475,2185.967,4.079
30,Task 2: sum2,1.664,2190.709,0.458,2192.831,2.123
30,Task 3: sum3,1.828,2189.544,0.399,2191.771,2.227
30,Task 4: sum4,0.547,2189.144,0.486,2190.176,1.032
31,Task 1: sum1,2.707,2178.105,0.488,2181.3,3.195
31,Task 2: sum2,1.857,2185.423,0.491,2187.771,2.348
31,Task 3: sum3,0.645,2188.588,0.412,2189.645,1.057
31,Task 4: sum4,0.476,2188.434,0.39,2189.299,0.865
32,Task 1: sum1,1.543,2178.967,0.416,2180.926,1.959
32,Task 2: sum2,0.591,2189.07,0.45,2190.112,1.042
32,Task 3: sum3,1.914,2188.984,0.421,2191.32,2.336
32,Task 4: sum4,0.54,2189.213,0.528,2190.28,1.068
33,Task 1: sum1,3.413,2179.998,0.509,2183.92,3.922
33,Task 2: sum2,1.67,2189.779,0.502,2191.951,2.171
33,Task 3: sum3,1.947,2189.936,0.438,2192.322,2.385
33,Task 4: sum4,0.485,2189.851,0.484,2190.82,0.969
34,Task 1: sum1,3.148,2179.725,0.516,2183.389,3.664
34,Task 2: sum2,1.635,2190.035,0.469,2192.139,2.104
34,Task 3: sum3,1.967,2190.308,0.429,2192.705,2.396
34,Task 4: sum4,0.507,2190.089,0.433,2191.03,0.941
35,Task 1: sum1,3.56,2181.298,0.481,2185.339,4.041
35,Task 2: sum2,1.644,2190.736,0.463,2192.843,2.107
35,Task 3: sum3,1.805,2191.008,0.43,2193.242,2.234
35,Task 4: sum4,0.547,2190.282,0.489,2191.317,1.035
36,Task 1: sum1,2.687,2178.76,0.495,2181.942,3.182
36,Task 2: sum2,1.633,2188.038,0.51,2190.181,2.143
36,Task 3: sum3,0.805,2187.667,0.408,2188.881,1.214
36,Task 4: sum4,0.49,2187.141,0.425,2188.056,0.915
37,Task 1: sum1,3.656,2178.069,0.503,2182.228,4.159
37,Task 2: sum2,1.736,2187.903,0.493,2190.133,2.229
37,Task 3: sum3,1.799,2187.983,0.417,2190.199,2.216
37,Task 4: sum4,0.546,2188.362,0.463,2189.37,1.009
38,Task 1: sum1,3.153,2178.96,0.478,2182.59,3.63
38,Task 2: sum2,1.781,2189.139,0.504,2191.424,2.285
38,Task 3: sum3,1.795,2189.041,0.44,2191.276,2.235
38,Task 4: sum4,0.528,2188.967,0.441,2189.935,0.968
39,Task 1: sum1,3.034,2179.291,0.504,2182.83,3.538
39,Task 2: sum2,1.708,2189.465,0.52,2191.693,2.228
39,Task 3: sum3,1.886,2190.136,0.471,2192.493,2.357
39,Task 4: sum4,0.535,2190.188,0.469,2191.192,1.004
40,Task 1: sum1,3.11,2179.996,0.512,2183.617,3.622
40,Task 2: sum2,1.603,2189.765,0.472,2191.841,2.075
40,Task 3: sum3,1.854,2190.192,0.492,2192.538,2.346
40,Task 4: sum4,0.514,2190.147,0.454,2191.115,0.969
41,Task 1: sum1,3.202,2180.496,0.478,2184.176,3.68
41,Task 2: sum2,1.769,2190.987,0.496,2193.251,2.264
41,Task 3: sum3,1.996,2188.217,0.419,2190.632,2.415
41,Task 4: sum4,0.522,2190.954,0.432,2191.908,0.954
42,Task 1: sum1,2.873,2180.942,0.519,2184.335,3.393
42,Task 2: sum2,1.692,2190.342,0.497,2192.532,2.19
42,Task 3: sum3,1.887,2189.571,0.416,2191.873,2.302
42,Task 4: sum4,0.521,2188.802,0.459,2189.782,0.98
43,Task 1: sum1,2.969,2177.949,0.507,2181.425,3.476
43,Task 2: sum2,1.599,2187.401,0.448,2189.448,2.047
43,Task 3: sum3,1.802,2187.788,0.401,2189.991,2.204
43,Task 4: sum4,0.527,2187.988,0.442,2188.957,0.969
44,Task 1: sum1,3.082,2178.261,0.476,2181.819,3.558
44,Task 2: sum2,1.663,2188.216,0.479,2190.357,2.142
44,Task 3: sum3,1.785,2189.503,0.449,2191.737,2.234
44,Task 4: sum4,0.599,2189.123,0.468,2190.19,1.067
45,Task 1: sum1,3.463,2178.889,0.493,2182.845,3.957
45,Task 2: sum2,1.718,2188.794,0.456,2190.969,2.175
45,Task 3: sum3,2.024,2188.78,0.412,2191.216,2.436
45,Task 4: sum4,0.495,2189.02,0.454,2189.97,0.949
46,Task 1: sum1,3.108,2179.946,0.502,2183.555,3.61
46,Task 2: sum2,1.622,2190.031,0.551,2192.204,2.173
46,Task 3: sum3,1.871,2189.973,0.493,2192.337,2.364
46,Task 4: sum4,0.551,2190.371,0.486,2191.408,1.037
47,Task 1: sum1,3.205,2180.012,0.509,2183.727,3.714
47,Task 2: sum2,1.693,2190.08,0.492,2192.265,2.185
47,Task 3: sum3,1.732,2190.409,0.432,2192.574,2.165
47,Task 4: sum4,0.494,2190.044,0.418,2190.957,0.913
48,Task 1: sum1,3.195,2181.326,0.536,2185.057,3.731
48,Task 2: sum2,1.607,2188.584,0.524,2190.715,2.131
48,Task 3: sum3,1.962,2189.333,0.436,2191.731,2.398
48,Task 4: sum4,0.548,2190.5,0.409,2191.457,0.957
49,Task 1: sum1,1.256,2181.507,0.464,2183.227,1.721
49,Task 2: sum2,0.502,2191.838,0.442,2192.781,0.944
49,Task 3: sum3,1.994,2191.682,0.472,2194.148,2.466
49,Task 4: sum4,0.497,2191.975,0.515,2192.987,1.012
50,Task 1: sum1,3.308,2182.798,0.531,2186.636,3.839
50,Task 2: sum2,1.616,2192.501,0.499,2194.616,2.115
50,Task 3: sum3,2.02,2192.682,0.439,2195.142,2.459
50,Task 4: sum4,0.522,2192.193,0.483,2193.198,1.005

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 1: sum1,2.770,2179.708,0.495,2182.974,3.266
AVERAGE,Task 2: sum2,1.347,2189.400,0.482,2191.229,1.829
AVERAGE,Task 3: sum3,1.625,2189.461,0.431,2191.516,2.055
AVERAGE,Task 4: sum4,0.527,2189.523,0.458,2190.508,0.985
