Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
1,Task 1: sum1,26.656,2285.625,0.847,2313.128,27.503
1,Task 2: sum2,24.835,2284.87,3.043,2312.749,27.878
1,Task 3: sum3,28.152,2285.914,0.708,2314.775,28.861
1,Task 4: sum4,2312.832,2286.189,0.984,4600.006,2313.816
2,Task 1: sum1,1.071,2286.481,0.827,2288.379,1.898
2,Task 4: sum4,1.042,2286.125,0.724,2287.891,1.766
3,Task 1: sum1,3.344,2286.013,0.971,2290.328,4.315
3,Task 2: sum2,3.871,2285.81,0.855,2290.536,4.726
3,Task 3: sum3,4.368,2286.905,0.672,2291.945,5.04
3,Task 4: sum4,1.693,4574.727,0.647,4577.067,2.339
4,Task 1: sum1,3.054,2286.349,0.615,2290.018,3.669
4,Task 2: sum2,4.329,2286.374,1.913,2292.615,6.242
4,Task 3: sum3,3.656,2287.222,0.636,2291.514,4.292
4,Task 4: sum4,1.786,4574.868,1.034,4577.688,2.82
5,Task 1: sum1,3.662,2287.105,0.75,2291.517,4.412
5,Task 3: sum3,5.888,2286.955,0.64,2293.483,6.528
5,Task 4: sum4,2290.09,2287.421,0.874,4578.385,2290.964

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 1: sum1,2.783,2286.487,0.791,2290.061,3.574
AVERAGE,Task 2: sum2,4.100,2286.092,1.384,2291.575,5.484
AVERAGE,Task 3: sum3,4.637,2287.027,0.649,2292.314,5.287
AVERAGE,Task 4: sum4,573.653,3430.785,0.820,4005.258,574.472
