Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
12,Task 4: sum4,2389.291,3628.389,0.446,6018.126,2389.737
12,Task 2: sum2,1.506,7491.4,0.727,7493.634,2.234
13,Task 1: sum1,0.854,2504.507,0.684,2506.045,1.538
13,Task 3: sum3,0.994,5532.521,0.666,5534.182,1.66
13,Task 4: sum4,2389.546,3148.717,0.54,5538.804,2390.087
13,Task 2: sum2,0.912,7514.904,0.403,7516.219,1.315
14,Task 1: sum1,0.969,2485.853,0.672,2487.493,1.64
14,Task 3: sum3,1.041,6009.826,0.694,6011.56,1.735
14,Task 4: sum4,2389.923,3628.345,0.506,6018.774,2390.429
14,Task 2: sum2,0.846,7481.708,0.447,7483.001,1.293
15,Task 1: sum1,0.946,2506.025,0.658,2507.629,1.604
15,Task 3: sum3,0.992,5523.011,0.684,5524.687,1.676
15,Task 4: sum4,2389.868,3142.273,0.561,5532.702,2390.429
15,Task 2: sum2,0.882,7508.979,0.461,7510.322,1.343
16,Task 1: sum1,0.892,2485.386,0.638,2486.916,1.531
16,Task 3: sum3,0.954,6014.65,0.698,6016.301,1.651
16,Task 4: sum4,2389.669,3631.613,0.461,6021.743,2390.13
16,Task 2: sum2,0.859,7487.119,0.437,7488.415,1.296
17,Task 1: sum1,1.177,2916.396,0.645,2918.217,1.821
17,Task 3: sum3,390.841,5127.369,0.68,5518.89,391.521
17,Task 2: sum2,1.063,7501.797,0.51,7503.37,1.573
17,Task 4: sum4,2779.956,2753.243,0.504,5533.703,2780.46
18,Task 1: sum1,0.983,2480.949,0.642,2482.574,1.625
18,Task 3: sum3,0.918,5996.597,0.651,5998.166,1.568
18,Task 4: sum4,2390.127,3615.238,0.521,6005.886,2390.648
18,Task 2: sum2,0.979,7475.148,0.48,7476.608,1.459
19,Task 1: sum1,1.042,2526.462,0.673,2528.176,1.714
19,Task 3: sum3,0.976,5510.964,0.698,5512.637,1.673
19,Task 4: sum4,2390.118,3130.178,0.551,5520.848,2390.669
19,Task 2: sum2,1.0,7512.456,0.486,7513.943,1.487
20,Task 1: sum1,0.902,2473.114,0.902,2474.918,1.803
20,Task 3: sum3,0.984,5989.388,0.717,5991.089,1.701
20,Task 4: sum4,2390.313,3608.755,0.562,5999.631,2390.875
20,Task 2: sum2,1.055,7478.988,0.816,7480.859,1.871
21,Task 1: sum1,0.965,2523.157,0.661,2524.782,1.626
21,Task 3: sum3,0.962,5529.006,0.738,5530.706,1.7
21,Task 4: sum4,2390.061,3145.062,0.548,5535.672,2390.609
21,Task 2: sum2,0.99,7529.696,0.503,7531.189,1.493
22,Task 1: sum1,0.846,2482.221,0.883,2483.95,1.729
22,Task 3: sum3,1.049,6012.945,0.691,6014.684,1.74
22,Task 4: sum4,2390.432,3630.644,0.591,6021.667,2391.023
22,Task 2: sum2,0.978,7485.608,0.511,7487.098,1.49
23,Task 1: sum1,0.91,2498.879,0.695,2500.483,1.605
23,Task 3: sum3,0.967,5509.123,0.918,5511.008,1.884
23,Task 4: sum4,2390.417,3132.782,0.471,5523.67,2390.888
23,Task 2: sum2,1.015,7499.822,0.462,7501.299,1.477
24,Task 1: sum1,1.005,2474.777,0.657,2476.438,1.661
24,Task 3: sum3,0.937,6480.1,0.735,6481.772,1.672
24,Task 4: sum4,2390.681,4099.463,0.56,6490.704,2391.241
24,Task 2: sum2,1.026,7965.443,0.431,7966.9,1.457
25,Task 1: sum1,1.045,2488.65,0.673,2490.368,1.718
25,Task 3: sum3,0.941,5978.117,0.687,5979.745,1.628
25,Task 4: sum4,2390.739,3596.216,0.57,5987.525,2391.309
25,Task 2: sum2,0.955,7495.556,0.519,7497.03,1.474
26,Task 1: sum1,0.933,2536.689,0.661,2538.283,1.594
26,Task 3: sum3,1.06,6512.145,0.705,6513.91,1.765
26,Task 4: sum4,2391.122,4126.89,0.513,6518.526,2391.636
26,Task 2: sum2,1.009,7529.058,0.436,7530.503,1.445
27,Task 1: sum1,1.029,2472.29,0.685,2474.004,1.714
27,Task 3: sum3,1.002,5994.918,0.712,5996.633,1.714
27,Task 4: sum4,2390.982,3611.784,0.577,6003.343,2391.559
27,Task 2: sum2,1.217,7480.409,0.454,7482.079,1.67
28,Task 1: sum1,0.898,2528.339,0.668,2529.905,1.566
28,Task 3: sum3,0.997,5528.06,0.687,5529.745,1.685
28,Task 4: sum4,2390.838,3144.164,0.577,5535.579,2391.415
28,Task 2: sum2,1.023,7530.921,0.419,7532.363,1.442
29,Task 1: sum1,0.908,2476.715,0.646,2478.269,1.554
29,Task 3: sum3,0.916,6020.115,0.716,6021.747,1.632
29,Task 4: sum4,2390.703,3635.879,0.458,6027.04,2391.161
29,Task 2: sum2,1.002,7490.685,0.46,7492.147,1.462
30,Task 1: sum1,0.895,2505.249,0.647,2506.791,1.542
30,Task 3: sum3,0.987,5534.076,0.667,5535.73,1.654
30,Task 4: sum4,2392.05,3149.818,0.474,5542.342,2392.524
30,Task 2: sum2,0.903,7512.235,0.477,7513.615,1.38
31,Task 1: sum1,0.967,2482.089,0.642,2483.698,1.609
31,Task 3: sum3,1.019,6010.735,0.755,6012.509,1.774
31,Task 4: sum4,2390.9,3632.233,0.58,6023.713,2391.481
31,Task 2: sum2,1.03,7623.877,0.627,7625.534,1.656
32,Task 1: sum1,0.967,2831.711,0.661,2833.34,1.628
32,Task 3: sum3,0.929,5652.349,0.649,5653.927,1.578
32,Task 4: sum4,2391.054,3267.179,0.495,5658.728,2391.549
32,Task 2: sum2,1.601,7484.826,0.41,7486.837,2.011
33,Task 1: sum1,0.923,2524.843,0.683,2526.449,1.606
33,Task 3: sum3,0.945,6138.184,0.678,6139.806,1.622
33,Task 4: sum4,2390.941,3755.514,0.516,6146.971,2391.457
33,Task 2: sum2,0.836,7490.203,0.426,7491.465,1.262
34,Task 1: sum1,0.931,2474.775,0.71,2476.416,1.641
34,Task 3: sum3,498.671,5124.644,0.73,5624.045,499.401
34,Task 2: sum2,0.931,7476.365,0.492,7477.788,1.423
34,Task 4: sum4,498.148,5138.107,0.45,5636.705,498.598
35,Task 1: sum1,1.008,2536.673,0.67,2538.35,1.678
35,Task 3: sum3,0.951,6125.068,0.739,6126.758,1.69
35,Task 4: sum4,2391.072,3742.971,0.517,6134.56,2391.589
35,Task 2: sum2,1.144,7500.991,0.414,7502.548,1.557
36,Task 1: sum1,0.993,2471.963,0.678,2473.634,1.671
36,Task 3: sum3,1.05,5607.676,0.752,5609.478,1.802
36,Task 4: sum4,2391.162,3228.178,0.528,5619.868,2391.69
36,Task 2: sum2,0.885,7479.18,0.418,7480.484,1.303
37,Task 1: sum1,0.844,2522.336,0.725,2523.904,1.569
37,Task 3: sum3,0.936,6097.236,0.701,6098.873,1.637
37,Task 4: sum4,2391.302,3712.156,0.538,6103.997,2391.841
37,Task 2: sum2,0.92,7483.89,0.424,7485.235,1.345
38,Task 1: sum1,1.083,2485.829,0.666,2487.578,1.749
38,Task 3: sum3,1.042,5588.471,0.699,5590.213,1.742
38,Task 4: sum4,2391.257,3205.64,0.511,5597.408,2391.768
38,Task 2: sum2,0.923,7494.241,0.496,7495.66,1.42
39,Task 1: sum1,0.962,2477.95,0.693,2479.605,1.655
39,Task 3: sum3,0.943,6518.671,0.759,6520.373,1.702
39,Task 4: sum4,2391.488,4133.666,0.546,6525.7,2392.033
39,Task 2: sum2,1.081,7926.261,0.458,7927.801,1.539
40,Task 1: sum1,1.383,2476.138,0.663,2478.184,2.046
40,Task 3: sum3,1.056,6006.258,0.959,6008.273,2.015
40,Task 4: sum4,2391.509,3623.388,0.691,6015.588,2392.2
40,Task 2: sum2,0.988,7486.495,0.453,7487.937,1.442
41,Task 1: sum1,0.975,2511.344,0.892,2513.211,1.867
41,Task 3: sum3,0.997,5536.971,0.696,5538.665,1.694
41,Task 4: sum4,2391.41,3152.625,0.496,5544.53,2391.905
41,Task 2: sum2,1.097,7528.394,0.482,7529.973,1.579
42,Task 1: sum1,0.882,2476.914,0.65,2478.446,1.532
42,Task 3: sum3,896.236,5137.986,1.007,6035.229,897.243
42,Task 2: sum2,0.96,7486.142,0.677,7487.779,1.637
42,Task 4: sum4,895.766,5145.389,0.68,6041.835,896.446
43,Task 1: sum1,0.913,2488.501,0.665,2490.079,1.578
43,Task 3: sum3,0.939,5529.136,1.117,5531.192,2.056
43,Task 4: sum4,2391.615,3154.404,0.546,5546.565,2392.161
43,Task 2: sum2,1.128,7506.701,0.419,7508.249,1.548
44,Task 1: sum1,1.353,2483.338,0.716,2485.407,2.069
44,Task 3: sum3,0.981,6034.18,0.717,6035.879,1.699
44,Task 4: sum4,2391.666,3651.162,0.55,6043.377,2392.216
44,Task 2: sum2,1.271,7495.009,0.409,7496.689,1.68
45,Task 1: sum1,0.972,2475.513,0.706,2477.191,1.678
45,Task 3: sum3,0.918,5540.445,0.654,5542.016,1.572
45,Task 4: sum4,2391.825,3154.065,0.539,5546.428,2392.363
45,Task 2: sum2,1.394,7500.397,0.42,7502.211,1.814
46,Task 1: sum1,0.96,2486.182,0.641,2487.783,1.602
46,Task 3: sum3,1.385,5152.392,0.83,5154.607,2.215
46,Task 2: sum2,0.814,7497.457,0.502,7498.773,1.316
46,Task 4: sum4,2441.356,2713.272,1.528,5156.156,2442.884
47,Task 1: sum1,2.718,3007.043,0.682,3010.444,3.4
47,Task 3: sum3,0.977,5533.633,0.791,5535.401,1.768
47,Task 4: sum4,2391.464,3150.717,0.543,5542.725,2392.008
47,Task 2: sum2,1.321,7492.519,0.446,7494.286,1.767
48,Task 1: sum1,0.93,2474.706,0.657,2476.293,1.587
48,Task 3: sum3,0.969,6031.466,0.683,6033.119,1.652
48,Task 4: sum4,2391.69,3647.087,0.582,6039.359,2392.272
48,Task 2: sum2,0.914,7496.656,0.443,7498.013,1.357
49,Task 1: sum1,0.923,2489.465,0.652,2491.04,1.575
49,Task 3: sum3,0.948,5529.259,0.638,5530.844,1.585
49,Task 4: sum4,2391.662,3142.988,0.443,5535.093,2392.105
49,Task 2: sum2,1.071,7494.183,0.435,7495.69,1.506
50,Task 1: sum1,0.904,2478.434,0.644,2479.983,1.549
50,Task 3: sum3,0.966,6023.479,1.044,6025.488,2.01
50,Task 4: sum4,2391.597,3643.44,0.462,6035.499,2392.059
50,Task 2: sum2,0.988,7498.051,0.409,7499.448,1.397

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 1: sum1,1.030,2525.523,0.689,2527.242,1.719
AVERAGE,Task 3: sum3,45.292,5824.808,0.748,5870.849,46.040
AVERAGE,Task 2: sum2,1.057,7528.073,0.496,7529.626,1.553
AVERAGE,Task 4: sum4,2338.131,3539.659,0.558,5878.348,2338.688
