Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
13,Task 3: sum3,1.028,5036.534,0.71,5038.273,1.739
13,Task 4: sum4,1123.357,2646.045,0.442,3769.845,1123.799
14,Task 1: sum1,3.057,5044.056,1.025,5048.139,4.082
14,Task 2: sum2,1166.479,2652.918,0.442,3819.839,1166.921
14,Task 3: sum3,1.486,5040.063,0.682,5042.231,2.168
14,Task 4: sum4,1162.95,2650.691,0.457,3814.098,1163.407
15,Task 1: sum1,3.17,5080.639,0.76,5084.569,3.93
15,Task 2: sum2,1211.036,2689.088,0.424,3900.548,1211.46
15,Task 3: sum3,1.09,5035.181,0.673,5036.943,1.762
15,Task 4: sum4,1206.784,2646.791,0.415,3853.99,1207.2
16,Task 1: sum1,3.113,5044.245,1.078,5048.437,4.192
16,Task 2: sum2,1250.584,2653.189,0.506,3904.279,1251.09
16,Task 3: sum3,1.017,5037.923,0.676,5039.616,1.693
16,Task 4: sum4,1246.746,2648.575,0.45,3895.772,1247.196
17,Task 1: sum1,3.035,5078.86,0.736,5082.631,3.771
17,Task 2: sum2,1293.033,2688.004,0.46,3981.498,1293.493
17,Task 3: sum3,1.241,5037.706,0.736,5039.683,1.977
17,Task 4: sum4,1288.904,2650.95,0.431,3940.285,1289.334
18,Task 1: sum1,3.125,5145.404,0.69,5149.218,3.814
18,Task 2: sum2,1337.156,2774.078,0.438,4111.672,1337.594
18,Task 3: sum3,1.16,5224.338,0.623,5226.121,1.783
18,Task 4: sum4,1334.044,2833.527,0.42,4167.991,1334.464
19,Task 1: sum1,1.0,4928.355,0.727,4930.082,1.727
19,Task 2: sum2,2.206,2586.396,0.651,2589.253,2.857
19,Task 3: sum3,1.08,4983.247,0.639,4984.967,1.719
19,Task 4: sum4,512.021,2642.739,0.547,3155.307,512.567
20,Task 1: sum1,0.898,5037.056,1.107,5039.061,2.005
20,Task 2: sum2,497.908,2697.835,0.445,3196.188,498.353
20,Task 3: sum3,1.177,4982.164,0.672,4984.014,1.85
20,Task 4: sum4,499.244,2641.592,0.518,3141.353,499.762
21,Task 1: sum1,0.842,4999.351,0.699,5000.893,1.542
21,Task 2: sum2,486.051,2657.71,0.46,3144.22,486.511
21,Task 3: sum3,1.052,4987.019,0.748,4988.819,1.8
21,Task 4: sum4,485.336,2646.37,0.806,3132.512,486.141
22,Task 1: sum1,3.717,5030.289,0.941,5034.946,4.658
22,Task 2: sum2,481.659,2687.539,0.462,3169.661,482.122
22,Task 3: sum3,0.933,4981.622,0.687,4983.241,1.62
22,Task 4: sum4,476.096,2641.586,0.439,3118.121,476.535
23,Task 1: sum1,3.174,4999.546,1.001,5003.721,4.175
23,Task 2: sum2,467.442,2655.834,0.458,3123.734,467.9
23,Task 3: sum3,1.106,4988.587,0.728,4990.42,1.833
23,Task 4: sum4,462.577,2647.418,0.68,3110.676,463.258
24,Task 1: sum1,3.088,4997.139,0.958,5001.185,4.046
24,Task 2: sum2,458.713,2654.792,0.641,3114.146,459.355
24,Task 3: sum3,1.333,4981.347,0.719,4983.4,2.052
24,Task 4: sum4,454.196,2641.407,0.435,3096.039,454.631
25,Task 1: sum1,3.784,5301.044,0.691,5305.519,4.475
25,Task 2: sum2,445.517,2958.179,0.483,3404.179,446.0
25,Task 3: sum3,1.051,4984.793,0.681,4986.525,1.732
25,Task 4: sum4,440.618,2643.472,0.457,3084.547,441.075
26,Task 1: sum1,2.956,4999.903,0.682,5003.54,3.638
26,Task 2: sum2,431.55,2657.981,0.483,3090.014,432.033
26,Task 3: sum3,1.04,4980.203,0.694,4981.937,1.735
26,Task 4: sum4,427.649,2640.35,0.435,3068.434,428.084
27,Task 1: sum1,3.158,5030.256,0.682,5034.096,3.839
27,Task 2: sum2,416.423,2687.616,0.453,3104.491,416.876
27,Task 3: sum3,1.14,4976.839,0.683,4978.662,1.823
27,Task 4: sum4,411.604,2636.941,0.722,3049.268,412.327
28,Task 1: sum1,3.256,5036.505,0.763,5040.524,4.019
28,Task 2: sum2,397.567,2693.625,0.441,3091.632,398.007
28,Task 3: sum3,0.981,4985.147,0.686,4986.814,1.667
28,Task 4: sum4,393.568,2643.888,0.429,3037.885,393.997
29,Task 1: sum1,3.647,5009.653,0.697,5013.997,4.344
29,Task 2: sum2,396.851,2656.596,1.181,3054.628,398.032
29,Task 3: sum3,1.081,4990.021,0.682,4991.784,1.763
29,Task 4: sum4,392.667,2638.557,0.466,3031.69,393.132
30,Task 1: sum1,3.089,5024.865,0.734,5028.688,3.823
30,Task 2: sum2,396.62,2665.26,0.431,3062.311,397.051
30,Task 3: sum3,1.005,5001.732,0.696,5003.434,1.702
30,Task 4: sum4,392.42,2644.861,0.507,3037.789,392.927
31,Task 1: sum1,0.861,5032.667,0.725,5034.254,1.586
31,Task 2: sum2,394.089,2680.28,0.511,3074.88,394.6
31,Task 3: sum3,1.055,5364.084,0.627,5365.766,1.682
31,Task 4: sum4,392.251,3016.272,0.419,3408.943,392.67
32,Task 1: sum1,1.256,5081.986,0.731,5083.973,1.987
32,Task 2: sum2,753.426,2740.932,0.461,3494.819,753.887
32,Task 3: sum3,1.145,5043.529,0.685,5045.36,1.83
32,Task 4: sum4,752.425,2703.264,0.453,3456.142,752.878
33,Task 1: sum1,3.081,5049.026,0.721,5052.828,3.802
33,Task 2: sum2,803.302,2707.256,0.765,3511.323,804.067
33,Task 3: sum3,0.911,5042.535,0.725,5044.171,1.636
33,Task 4: sum4,800.403,2701.356,0.416,3502.175,800.819
34,Task 1: sum1,2.916,5053.474,0.708,5057.098,3.624
34,Task 2: sum2,849.204,2711.707,0.435,3561.347,849.64
34,Task 3: sum3,1.328,5049.016,0.657,5051.0,1.984
34,Task 4: sum4,846.611,2708.156,0.747,3555.513,847.358
35,Task 1: sum1,3.146,5009.642,0.647,5013.435,3.793
35,Task 2: sum2,902.807,2668.792,0.687,3572.287,903.494
35,Task 3: sum3,1.15,5048.136,0.589,5049.875,1.739
35,Task 4: sum4,898.882,2707.823,0.513,3607.218,899.395
36,Task 1: sum1,0.901,5052.323,0.685,5053.908,1.585
36,Task 2: sum2,1000.53,2664.913,0.437,3665.88,1000.967
36,Task 3: sum3,1.106,5047.829,0.685,5049.621,1.792
36,Task 4: sum4,1000.22,2658.094,0.43,3658.744,1000.65
37,Task 1: sum1,3.03,5040.514,1.082,5044.625,4.112
37,Task 2: sum2,1054.528,2650.208,0.546,3705.282,1055.074
37,Task 3: sum3,1.072,5032.049,0.675,5033.795,1.746
37,Task 4: sum4,1.535,2644.71,0.435,2646.679,1.97
38,Task 1: sum1,2.981,5079.184,0.743,5082.908,3.724
38,Task 2: sum2,1088.788,2690.219,0.434,3779.441,1089.222
38,Task 3: sum3,1.104,5401.289,0.73,5403.123,1.834
38,Task 4: sum4,1086.109,3013.2,0.578,4099.887,1086.687
39,Task 1: sum1,0.971,4988.594,0.733,4990.297,1.703
39,Task 2: sum2,440.58,2651.009,0.467,3092.056,441.047
39,Task 3: sum3,1.062,4978.568,0.646,4980.276,1.708
39,Task 4: sum4,440.389,2641.161,0.451,3082.001,440.84
40,Task 1: sum1,3.043,5033.472,1.275,5037.79,4.318
40,Task 2: sum2,426.956,2694.624,0.841,3122.42,427.796
40,Task 3: sum3,1.074,4979.294,0.671,4981.039,1.745
40,Task 4: sum4,422.645,2641.733,0.674,3065.052,423.318
41,Task 1: sum1,3.123,4893.469,0.715,4897.307,3.837
41,Task 2: sum2,413.412,2552.111,0.858,2966.38,414.27
41,Task 3: sum3,1.045,4984.46,0.694,4986.198,1.739
41,Task 4: sum4,407.243,2645.513,0.46,3053.216,407.703
42,Task 1: sum1,0.906,5023.048,0.644,5024.598,1.55
42,Task 2: sum2,394.24,2685.111,0.444,3079.795,394.684
42,Task 3: sum3,1.163,4981.432,0.738,4983.333,1.901
42,Task 4: sum4,395.653,2642.487,0.421,3038.562,396.075
43,Task 1: sum1,3.03,5038.564,0.682,5042.276,3.712
43,Task 2: sum2,393.637,2688.76,0.455,3082.852,394.093
43,Task 3: sum3,1.032,4985.028,0.678,4986.738,1.71
43,Task 4: sum4,389.725,2637.156,0.407,3027.288,390.132
44,Task 1: sum1,3.137,5046.951,0.696,5050.784,3.833
44,Task 2: sum2,394.931,2684.754,0.513,3080.199,395.444
44,Task 3: sum3,1.146,5001.556,0.696,5003.399,1.842
44,Task 4: sum4,390.167,2641.979,0.409,3032.556,390.577
45,Task 2: sum2,394.614,3100.877,0.713,3496.204,395.327
45,Task 1: sum1,3.694,5459.884,0.69,5464.268,4.383
45,Task 3: sum3,0.989,4993.423,0.717,4995.129,1.706
45,Task 4: sum4,390.152,2639.061,0.437,3029.649,390.588
46,Task 1: sum1,3.099,5031.871,0.956,5035.925,4.054
46,Task 2: sum2,394.728,2672.549,0.435,3067.712,395.164
46,Task 3: sum3,1.044,5008.475,0.641,5010.16,1.685
46,Task 4: sum4,391.513,2649.823,0.638,3041.975,392.151
47,Task 1: sum1,3.096,5004.492,0.706,5008.294,3.802
47,Task 2: sum2,394.794,2656.965,0.462,3052.222,395.256
47,Task 3: sum3,1.099,4989.035,0.697,4990.831,1.796
47,Task 4: sum4,390.838,2643.404,0.46,3034.702,391.298
48,Task 1: sum1,3.202,5014.698,0.672,5018.572,3.874
48,Task 2: sum2,394.56,2660.213,0.464,3055.237,395.024
48,Task 3: sum3,1.217,5013.521,0.651,5015.39,1.869
48,Task 4: sum4,390.961,2660.593,0.45,3052.004,391.411
49,Task 1: sum1,3.055,4998.347,0.706,5002.108,3.761
49,Task 2: sum2,397.877,2657.777,0.671,3056.325,398.548
49,Task 3: sum3,1.104,4981.605,0.694,4983.403,1.798
49,Task 4: sum4,394.13,2642.795,0.456,3037.381,394.587
50,Task 1: sum1,4.295,5039.435,0.953,5044.683,5.248
50,Task 2: sum2,396.854,2686.657,0.437,3083.947,397.291
50,Task 3: sum3,1.102,5003.507,0.655,5005.265,1.758
50,Task 4: sum4,390.492,2653.704,0.678,3044.873,391.169

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 1: sum1,2.463,5048.113,0.800,5051.376,3.263
AVERAGE,Task 2: sum2,640.941,2691.496,0.535,3332.972,641.476
AVERAGE,Task 3: sum3,1.085,5030.239,0.704,5032.028,1.789
AVERAGE,Task 4: sum4,675.930,2675.929,0.493,3352.352,676.423
