Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
16,Task 3: sum3,1192.295,2191.927,0.453,3384.676,1192.748
16,Task 4: sum4,3383.911,2192.182,0.473,5576.566,3384.384
17,Task 1: sum1,0.747,2180.98,0.48,2182.207,1.227
17,Task 2: sum2,0.533,2193.899,0.39,2194.821,0.923
17,Task 4: sum4,1194.214,2193.365,0.46,3388.038,1194.673
17,Task 3: sum3,3388.001,2192.963,0.473,5581.437,3388.474
18,Task 1: sum1,0.764,2181.448,0.449,2182.661,1.213
18,Task 2: sum2,1.127,2190.985,0.46,2192.572,1.587
18,Task 4: sum4,1192.08,2190.839,0.457,3383.376,1192.537
18,Task 3: sum3,3383.344,2190.529,0.481,5574.353,3383.825
19,Task 1: sum1,0.798,2180.103,0.417,2181.318,1.215
19,Task 2: sum2,1.476,2189.878,0.416,2191.77,1.892
19,Task 4: sum4,1190.961,2187.058,0.549,3378.568,1191.51
19,Task 3: sum3,3378.486,2186.445,0.48,5565.411,3378.966
20,Task 1: sum1,0.886,2179.728,0.444,2181.059,1.33
20,Task 2: sum2,0.682,2191.692,0.389,2192.763,1.071
20,Task 4: sum4,1191.998,2194.415,0.473,3386.886,1192.472
20,Task 3: sum3,3386.844,2192.135,0.429,5579.408,3387.273
21,Task 1: sum1,0.919,2180.708,0.503,2182.131,1.422
21,Task 2: sum2,1.195,2190.977,0.515,2192.686,1.71
21,Task 4: sum4,1192.091,2191.75,0.468,3384.31,1192.559
21,Task 3: sum3,3384.274,2191.48,0.483,5576.238,3384.757
22,Task 1: sum1,0.827,2183.255,0.456,2184.538,1.283
22,Task 2: sum2,0.761,2193.577,0.465,2194.803,1.226
22,Task 4: sum4,1193.973,2194.158,0.469,3388.6,1194.442
22,Task 3: sum3,3388.564,2192.974,0.457,5581.995,3389.021
23,Task 1: sum1,0.946,2179.38,0.433,2180.758,1.378
23,Task 2: sum2,1.153,2188.033,0.442,2189.628,1.595
23,Task 4: sum4,1188.864,2190.422,0.455,3379.741,1189.319
23,Task 3: sum3,3379.703,2192.18,0.498,5572.38,3380.201
24,Task 1: sum1,0.825,2179.615,0.466,2180.906,1.291
24,Task 2: sum2,0.464,2188.709,0.435,2189.608,0.899
24,Task 4: sum4,1188.823,2189.771,0.493,3379.087,1189.316
24,Task 3: sum3,3379.025,2189.207,0.48,5568.712,3379.505
25,Task 1: sum1,0.745,2180.095,0.452,2181.292,1.197
25,Task 2: sum2,0.623,2190.823,0.484,2191.931,1.108
25,Task 3: sum3,1191.596,2194.633,0.516,3386.746,1192.113
25,Task 4: sum4,3385.902,2192.166,0.46,5578.527,3386.361
26,Task 1: sum1,0.847,2180.115,0.495,2181.457,1.342
26,Task 2: sum2,0.525,2190.374,0.412,2191.31,0.937
26,Task 4: sum4,1190.526,2191.142,0.451,3382.12,1190.978
26,Task 3: sum3,3382.124,2192.406,0.459,5574.989,3382.583
27,Task 1: sum1,0.775,2183.152,0.472,2184.399,1.246
27,Task 2: sum2,1.086,2190.028,0.404,2191.517,1.49
27,Task 4: sum4,1190.78,2191.267,0.476,3382.524,1191.256
27,Task 3: sum3,3382.466,2190.351,0.471,5573.288,3382.937
28,Task 1: sum1,0.874,2177.619,0.435,2178.928,1.309
28,Task 2: sum2,1.277,2187.61,0.465,2189.352,1.742
28,Task 3: sum3,1188.918,2191.574,0.484,3380.975,1189.402
28,Task 4: sum4,3380.161,2191.737,0.441,5572.339,3380.602
29,Task 1: sum1,0.839,2178.626,0.534,2179.999,1.373
29,Task 2: sum2,0.752,2189.068,0.417,2190.237,1.169
29,Task 3: sum3,1189.858,2189.905,0.441,3380.203,1190.299
29,Task 4: sum4,3379.408,2189.686,0.467,5569.561,3379.875
30,Task 1: sum1,0.769,2180.659,0.437,2181.865,1.206
30,Task 2: sum2,0.541,2190.297,0.402,2191.24,0.943
30,Task 4: sum4,1190.503,2190.237,0.52,3381.26,1191.023
30,Task 3: sum3,3381.165,2191.186,0.498,5572.848,3381.663
31,Task 1: sum1,0.623,2180.478,0.482,2181.583,1.105
31,Task 2: sum2,0.779,2191.293,0.44,2192.512,1.219
31,Task 4: sum4,1191.689,2191.438,0.468,3383.594,1192.157
31,Task 3: sum3,3383.575,2193.115,0.573,5577.263,3384.148
32,Task 1: sum1,0.824,2179.539,0.487,2180.85,1.311
32,Task 2: sum2,0.866,2189.137,0.481,2190.485,1.347
32,Task 4: sum4,1189.715,2189.015,0.477,3379.207,1190.192
32,Task 3: sum3,3379.242,2188.728,0.5,5568.47,3379.742
33,Task 1: sum1,0.865,2177.894,0.464,2179.223,1.33
33,Task 2: sum2,1.122,2188.357,0.449,2189.928,1.571
33,Task 4: sum4,1189.148,2189.899,0.455,3379.502,1189.603
33,Task 3: sum3,3379.48,2189.877,0.478,5569.835,3379.958
34,Task 1: sum1,1.057,2179.115,0.474,2180.647,1.532
34,Task 2: sum2,1.133,2191.55,0.422,2193.105,1.555
34,Task 4: sum4,1192.706,2190.828,0.499,3384.033,1193.205
34,Task 3: sum3,3383.96,2190.981,0.446,5575.387,3384.406
35,Task 1: sum1,0.757,2179.662,0.483,2180.903,1.24
35,Task 2: sum2,0.678,2190.031,0.439,2191.148,1.117
35,Task 4: sum4,1190.36,2191.134,0.471,3381.965,1190.831
35,Task 3: sum3,3381.914,2190.849,0.446,5573.209,3382.36
36,Task 1: sum1,0.869,2180.913,0.456,2182.238,1.325
36,Task 2: sum2,1.111,2191.906,0.398,2193.414,1.508
36,Task 4: sum4,1192.896,2192.08,0.477,3385.453,1193.372
36,Task 3: sum3,3385.425,2192.375,0.442,5578.241,3385.867
37,Task 1: sum1,0.682,2181.373,0.493,2182.549,1.176
37,Task 2: sum2,0.609,2192.649,0.511,2193.769,1.12
37,Task 4: sum4,1192.908,2192.007,0.468,3385.383,1193.375
37,Task 3: sum3,3385.35,2189.413,0.521,5575.284,3385.87
38,Task 1: sum1,0.801,2182.126,0.481,2183.407,1.282
38,Task 2: sum2,0.801,2191.611,0.408,2192.82,1.209
38,Task 4: sum4,1192.089,2192.537,0.526,3385.152,1192.615
38,Task 3: sum3,3385.061,2193.076,0.538,5578.675,3385.6
39,Task 1: sum1,0.817,2182.857,0.53,2184.203,1.347
39,Task 2: sum2,0.93,2191.774,0.525,2193.228,1.455
39,Task 4: sum4,1192.402,2190.276,0.464,3383.142,1192.866
39,Task 3: sum3,3383.098,2189.569,0.503,5573.17,3383.602
40,Task 1: sum1,0.783,2178.76,0.485,2180.027,1.267
40,Task 2: sum2,0.688,6576.565,0.556,6577.81,1.245
40,Task 3: sum3,3379.832,2198.866,0.691,5579.39,3380.523
40,Task 4: sum4,1188.595,4389.581,1.111,5579.288,1189.707
41,Task 1: sum1,0.915,2180.468,0.514,2181.897,1.429
41,Task 2: sum2,0.483,2189.876,0.395,2190.754,0.878
41,Task 4: sum4,1190.018,2190.704,0.455,3381.177,1190.473
41,Task 3: sum3,3381.144,2190.761,0.456,5572.362,3381.601
42,Task 1: sum1,0.865,2182.942,0.495,2184.302,1.36
42,Task 2: sum2,1.103,2194.101,0.451,2195.656,1.554
42,Task 4: sum4,1195.055,2195.266,0.512,3390.832,1195.566
42,Task 3: sum3,3390.828,2193.462,0.463,5584.754,3391.292
43,Task 1: sum1,0.843,2181.1,0.448,2182.392,1.291
43,Task 2: sum2,0.953,2187.695,0.451,2189.099,1.404
43,Task 4: sum4,1188.366,2186.488,0.447,3375.3,1188.812
43,Task 3: sum3,3375.28,2189.4,0.496,5565.175,3375.776
44,Task 1: sum1,0.769,2180.71,0.471,2181.949,1.24
44,Task 2: sum2,0.553,2188.377,0.427,2189.357,0.98
44,Task 4: sum4,1188.634,2186.219,0.559,3375.412,1189.193
44,Task 3: sum3,3375.264,2186.428,0.464,5562.156,3375.728
45,Task 1: sum1,0.986,2178.728,0.459,2180.173,1.445
45,Task 2: sum2,1.133,2191.108,0.494,2192.735,1.627
45,Task 3: sum3,1191.953,2192.472,0.507,3384.933,1192.461
45,Task 4: sum4,3384.753,2194.428,0.442,5579.623,3385.195
46,Task 1: sum1,1.061,2179.663,0.442,2181.165,1.503
46,Task 2: sum2,1.415,2189.888,0.407,2191.709,1.821
46,Task 4: sum4,1190.944,2190.572,0.506,3382.021,1191.449
46,Task 3: sum3,3381.951,2190.955,0.482,5573.388,3382.433
47,Task 1: sum1,0.854,2182.884,0.445,2184.183,1.299
47,Task 2: sum2,0.684,2191.179,0.413,2192.276,1.097
47,Task 3: sum3,1191.878,2192.699,0.457,3385.034,1192.335
47,Task 4: sum4,3384.268,2192.437,0.451,5577.156,3384.719
48,Task 1: sum1,0.921,2179.301,0.496,2180.718,1.417
48,Task 2: sum2,0.635,2188.771,0.432,2189.837,1.067
48,Task 3: sum3,1189.586,2189.473,0.456,3379.515,1190.043
48,Task 4: sum4,3378.733,2191.268,0.529,5570.531,3379.263
49,Task 1: sum1,0.799,2178.202,0.526,2179.527,1.325
49,Task 2: sum2,0.474,2188.718,0.432,2189.624,0.906
49,Task 3: sum3,1189.257,2188.924,0.477,3378.658,1189.734
49,Task 4: sum4,3377.882,2189.8,0.454,5568.136,3378.336
50,Task 1: sum1,0.874,2179.494,0.475,2180.843,1.349
50,Task 2: sum2,1.036,2190.057,0.444,2191.538,1.48
50,Task 4: sum4,1190.983,2190.445,0.484,3381.911,1191.466
50,Task 3: sum3,3381.859,2191.82,0.47,5574.15,3382.33

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 1: sum1,0.966,2180.017,0.473,2181.456,1.440
AVERAGE,Task 2: sum2,0.896,2279.432,0.438,2280.766,1.334
AVERAGE,Task 4: sum4,1637.721,2235.563,0.491,3873.775,1638.212
AVERAGE,Task 3: sum3,2934.325,2190.796,0.484,5125.606,2934.810
