Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
1,Task 1: sum1,10.78,2181.229,0.594,2192.603,11.374
1,Task 2: sum2,1192.045,2190.859,0.602,3383.507,1192.648
1,Task 3: sum3,9.022,2676.756,0.532,2686.309,9.553
1,Task 4: sum4,1685.785,2190.837,0.584,3877.206,1686.369
2,Task 1: sum1,0.939,2181.779,0.507,2183.224,1.445
2,Task 2: sum2,1189.058,2191.218,0.465,3380.742,1189.524
2,Task 3: sum3,0.538,2674.414,0.443,2675.395,0.981
2,Task 4: sum4,1674.951,2189.702,0.48,3865.132,1675.431
3,Task 1: sum1,1.021,2179.899,0.493,2181.414,1.515
3,Task 2: sum2,1180.949,2188.234,0.518,3369.702,1181.468
3,Task 3: sum3,1.003,2670.75,0.462,2672.215,1.465
3,Task 4: sum4,1671.796,2189.51,0.52,3861.826,1672.316
4,Task 1: sum1,1.193,2177.855,0.493,2179.541,1.686
4,Task 2: sum2,1179.07,2188.709,0.513,3368.292,1179.583
4,Task 3: sum3,0.945,2674.765,0.469,2676.179,1.413
4,Task 4: sum4,1675.746,2189.231,0.496,3865.473,1676.242
5,Task 1: sum1,0.837,2182.054,0.527,2183.418,1.364
5,Task 2: sum2,1182.932,2191.177,0.51,3374.62,1183.442
5,Task 3: sum3,0.717,2673.097,0.465,2674.278,1.181
5,Task 4: sum4,1673.836,2190.46,0.537,3864.832,1674.373
6,Task 1: sum1,1.016,2179.48,0.468,2180.964,1.484
6,Task 2: sum2,1180.526,2189.932,0.491,3370.949,1181.017
6,Task 3: sum3,1.023,2676.228,0.47,2677.721,1.493
6,Task 4: sum4,1677.279,2191.201,0.494,3868.975,1677.774
7,Task 1: sum1,1.029,2180.673,0.499,2182.202,1.528
7,Task 2: sum2,1181.73,2191.655,0.499,3373.885,1182.23
7,Task 3: sum3,0.965,2674.842,0.493,2676.3,1.458
7,Task 4: sum4,1675.844,2192.732,0.513,3869.09,1676.357
8,Task 1: sum1,0.879,2182.782,0.536,2184.198,1.415
8,Task 2: sum2,1183.714,2193.828,0.47,3378.012,1184.184
8,Task 3: sum3,0.5,2678.365,0.5,2679.365,1.0
8,Task 4: sum4,1678.903,2193.041,0.492,3872.436,1679.395
9,Task 1: sum1,1.026,2181.888,0.471,2183.385,1.497
9,Task 2: sum2,1183.005,2192.575,0.475,3376.054,1183.48
9,Task 3: sum3,0.731,2676.424,0.446,2677.602,1.177
9,Task 4: sum4,1677.422,2192.31,0.484,3870.216,1677.906
10,Task 1: sum1,0.846,2182.117,0.519,2183.483,1.366
10,Task 2: sum2,1182.972,2192.037,0.549,3375.558,1183.521
10,Task 3: sum3,0.563,2675.209,0.431,2676.203,0.994
10,Task 4: sum4,1675.806,2190.712,0.508,3867.027,1676.315
11,Task 1: sum1,0.939,2179.0,0.526,2180.465,1.465
11,Task 2: sum2,1179.995,2190.01,0.506,3370.511,1180.501
11,Task 3: sum3,1.303,2672.832,0.436,2674.572,1.739
11,Task 4: sum4,1674.159,2189.754,0.518,3864.432,1674.677
12,Task 1: sum1,0.897,2180.186,0.512,2181.595,1.409
12,Task 2: sum2,1181.104,2191.49,0.514,3373.108,1181.618
12,Task 3: sum3,0.82,2672.434,0.464,2673.719,1.284
12,Task 4: sum4,1673.298,2188.71,0.497,3862.506,1673.796
13,Task 1: sum1,0.852,2176.887,0.44,2178.18,1.292
13,Task 2: sum2,1177.751,2185.915,0.478,3364.144,1178.229
13,Task 3: sum3,0.55,2672.31,0.463,2673.323,1.013
13,Task 4: sum4,1672.953,2186.668,0.483,3860.104,1673.436
14,Task 1: sum1,0.628,2178.544,0.478,2179.65,1.106
14,Task 2: sum2,1179.202,2191.195,0.457,3370.853,1179.659
14,Task 3: sum3,0.572,2671.77,0.51,2672.852,1.082
14,Task 4: sum4,1672.369,2187.86,0.554,3860.784,1672.923
15,Task 1: sum1,1.262,2179.325,0.465,2181.052,1.727
15,Task 2: sum2,1180.658,2189.778,0.458,3370.894,1181.116
15,Task 3: sum3,0.723,2674.243,0.5,2675.467,1.224
15,Task 4: sum4,1674.979,2191.365,0.486,3866.83,1675.465
16,Task 1: sum1,0.901,2177.85,0.467,2179.217,1.368
16,Task 2: sum2,1178.786,2185.755,0.485,3365.026,1179.271
16,Task 3: sum3,1.29,2669.946,0.566,2671.802,1.856
16,Task 4: sum4,1671.258,2187.731,0.493,3859.482,1671.751
17,Task 1: sum1,0.913,2176.778,0.452,2178.143,1.365
17,Task 2: sum2,1177.73,2186.505,0.561,3364.795,1178.29
17,Task 3: sum3,0.756,2672.419,0.444,2673.619,1.2
17,Task 4: sum4,1673.211,2190.224,0.505,3863.94,1673.716
18,Task 1: sum1,0.947,2177.698,0.459,2179.103,1.406
18,Task 2: sum2,1178.68,2188.604,0.458,3367.741,1179.138
18,Task 3: sum3,1.355,2672.334,0.49,2674.18,1.845
18,Task 4: sum4,1673.741,2188.872,0.501,3863.114,1674.242
19,Task 1: sum1,0.891,2178.477,0.428,2179.797,1.319
19,Task 2: sum2,1179.403,2188.343,0.545,3368.291,1179.947
19,Task 3: sum3,0.98,2674.214,0.436,2675.63,1.417
19,Task 4: sum4,1675.397,2191.937,0.491,3867.825,1675.888
20,Task 1: sum1,0.908,2180.24,0.546,2181.694,1.454
20,Task 2: sum2,1181.189,2191.125,0.478,3372.793,1181.667
20,Task 3: sum3,0.546,2673.75,0.481,2674.777,1.027
20,Task 4: sum4,1674.429,2190.677,0.457,3865.564,1674.887
21,Task 1: sum1,0.994,2180.988,0.511,2182.493,1.505
21,Task 2: sum2,1182.036,2190.51,0.508,3373.054,1182.544
21,Task 3: sum3,0.941,2676.015,0.475,2677.432,1.416
21,Task 4: sum4,1677.236,2191.677,0.514,3869.427,1677.75
22,Task 1: sum1,0.81,2179.205,0.479,2180.495,1.289
22,Task 2: sum2,1180.021,2190.061,0.47,3370.553,1180.491
22,Task 3: sum3,1.267,2671.997,0.476,2673.74,1.743
22,Task 4: sum4,1673.292,2188.644,0.514,3862.45,1673.806
23,Task 1: sum1,0.895,2178.05,0.502,2179.447,1.397
23,Task 2: sum2,1178.987,2190.13,0.526,3369.643,1179.512
23,Task 3: sum3,0.762,2672.283,0.464,2673.509,1.226
23,Task 4: sum4,1673.098,2188.474,0.468,3862.039,1673.566
24,Task 1: sum1,0.912,2178.762,0.509,2180.183,1.421
24,Task 2: sum2,1179.72,2189.21,0.541,3369.471,1180.261
24,Task 3: sum3,1.01,2673.627,0.428,2675.065,1.438
24,Task 4: sum4,1674.666,2192.703,0.488,3867.858,1675.154
25,Task 1: sum1,1.02,2180.331,0.506,2181.857,1.526
25,Task 2: sum2,1181.428,2191.552,0.508,3373.488,1181.936
25,Task 3: sum3,1.197,2673.515,0.507,2675.219,1.704
25,Task 4: sum4,1674.729,2191.01,0.475,3866.215,1675.204
26,Task 1: sum1,0.811,2179.598,0.502,2180.912,1.314
26,Task 2: sum2,1180.454,2191.94,0.485,3372.878,1180.938
26,Task 3: sum3,0.532,2675.198,0.485,2676.214,1.017
26,Task 4: sum4,1675.795,2191.82,0.444,3868.06,1676.24
27,Task 1: sum1,0.743,2180.607,0.47,2181.82,1.213
27,Task 2: sum2,1181.381,2189.041,0.462,3370.885,1181.843
27,Task 3: sum3,0.524,2675.249,0.51,2676.283,1.034
27,Task 4: sum4,1675.802,2191.431,0.481,3867.714,1676.283
28,Task 1: sum1,0.775,2181.795,0.496,2183.065,1.271
28,Task 2: sum2,1182.606,2190.632,0.471,3373.709,1183.077
28,Task 3: sum3,0.552,2676.454,0.462,2677.468,1.014
28,Task 4: sum4,1677.036,2193.627,0.448,3871.11,1677.484
29,Task 1: sum1,0.937,2181.366,0.483,2182.786,1.42
29,Task 2: sum2,1182.337,2188.739,0.525,3371.6,1182.862
29,Task 3: sum3,0.982,2676.689,0.459,2678.129,1.441
29,Task 4: sum4,1677.718,2192.101,0.444,3870.263,1678.163
30,Task 1: sum1,0.769,2183.01,0.452,2184.231,1.221
30,Task 2: sum2,1183.805,2194.007,0.512,3378.324,1184.317
30,Task 3: sum3,0.747,2676.413,0.427,2677.586,1.173
30,Task 4: sum4,1677.172,2191.484,0.493,3869.149,1677.665
31,Task 1: sum1,1.044,2178.645,0.479,2180.167,1.522
31,Task 2: sum2,1179.703,2189.691,0.512,3369.906,1180.215
31,Task 3: sum3,1.095,2671.966,0.458,2673.519,1.553
31,Task 4: sum4,1673.092,2190.403,0.461,3863.956,1673.553
32,Task 1: sum1,0.913,2180.046,0.461,2181.421,1.375
32,Task 2: sum2,1181.014,2190.442,0.505,3371.962,1181.52
32,Task 3: sum3,0.801,2673.386,0.437,2674.624,1.238
32,Task 4: sum4,1674.324,2189.892,0.504,3864.72,1674.828
33,Task 1: sum1,0.811,2179.626,0.471,2180.908,1.282
33,Task 2: sum2,1180.506,2190.0,0.494,3371.001,1181.0
33,Task 3: sum3,0.906,2675.437,0.504,2676.847,1.41
33,Task 4: sum4,1676.589,2191.858,0.468,3868.915,1677.057
34,Task 1: sum1,0.789,2182.076,0.477,2183.342,1.267
34,Task 2: sum2,1182.908,2189.484,0.482,3372.875,1183.39
34,Task 3: sum3,0.507,2675.452,0.496,2676.454,1.003
34,Task 4: sum4,1676.09,2191.435,0.476,3868.0,1676.565
35,Task 1: sum1,0.811,2181.431,0.476,2182.717,1.286
35,Task 2: sum2,1182.234,2191.616,0.456,3374.305,1182.69
35,Task 3: sum3,0.513,2677.367,0.445,2678.325,0.958
35,Task 4: sum4,1677.914,2192.636,0.472,3871.023,1678.387
36,Task 1: sum1,0.84,2181.327,0.467,2182.634,1.307
36,Task 2: sum2,1182.188,2191.988,0.47,3374.647,1182.658
36,Task 3: sum3,1.052,2674.762,0.48,2676.294,1.533
36,Task 4: sum4,1675.843,2190.821,0.458,3867.121,1676.301
37,Task 1: sum1,0.881,2180.546,0.468,2181.895,1.348
37,Task 2: sum2,1181.464,2189.599,0.523,3371.586,1181.987
37,Task 3: sum3,0.757,2673.445,0.442,2674.644,1.199
37,Task 4: sum4,1674.383,2189.006,0.494,3863.883,1674.878
38,Task 1: sum1,0.777,2178.444,0.457,2179.678,1.234
38,Task 2: sum2,1179.253,2189.889,0.495,3369.636,1179.747
38,Task 3: sum3,0.547,2679.691,0.498,2680.737,1.046
38,Task 4: sum4,1680.41,2194.175,0.462,3875.047,1680.872
39,Task 1: sum1,0.69,2180.504,0.461,2181.655,1.151
39,Task 2: sum2,1181.216,2186.61,0.501,3368.327,1181.717
39,Task 3: sum3,0.577,2674.09,0.507,2675.174,1.085
39,Task 4: sum4,1674.694,2189.464,0.465,3864.623,1675.16
40,Task 1: sum1,0.848,2177.795,0.483,2179.126,1.331
40,Task 2: sum2,1178.698,2186.876,0.462,3366.036,1179.16
40,Task 3: sum3,0.654,2672.387,0.485,2673.526,1.139
40,Task 4: sum4,1673.073,2188.874,0.458,3862.406,1673.531
41,Task 1: sum1,0.839,2180.642,0.5,2181.982,1.34
41,Task 2: sum2,1181.506,2190.062,0.502,3372.069,1182.008
41,Task 3: sum3,0.52,2672.559,0.461,2673.54,0.981
41,Task 4: sum4,1673.237,2189.749,0.489,3863.475,1673.725
42,Task 1: sum1,1.0,2178.647,0.484,2180.131,1.484
42,Task 2: sum2,1179.68,2189.776,0.524,3369.98,1180.204
42,Task 3: sum3,1.029,2675.913,0.43,2677.373,1.459
42,Task 4: sum4,1676.977,2190.8,0.493,3868.271,1677.47
43,Task 1: sum1,0.878,2181.866,0.472,2183.216,1.35
43,Task 2: sum2,1182.78,2191.965,0.502,3375.247,1183.282
43,Task 3: sum3,0.738,2674.565,0.453,2675.756,1.191
43,Task 4: sum4,1675.336,2191.283,0.459,3867.078,1675.795
44,Task 1: sum1,1.025,2180.057,0.484,2181.566,1.509
44,Task 2: sum2,1181.109,2190.972,0.47,3372.551,1181.579
44,Task 3: sum3,1.002,2677.29,0.475,2678.768,1.478
44,Task 4: sum4,1678.318,2191.4,0.576,3870.294,1678.894
45,Task 1: sum1,0.856,2180.352,0.453,2181.66,1.308
45,Task 2: sum2,1181.236,2190.421,0.473,3372.131,1181.709
45,Task 3: sum3,0.615,2672.227,0.461,2673.303,1.076
45,Task 4: sum4,1672.866,2189.627,0.527,3863.02,1673.394
46,Task 1: sum1,0.609,2179.075,0.487,2180.171,1.096
46,Task 2: sum2,1179.715,2186.606,0.466,3366.787,1180.181
46,Task 3: sum3,1.055,2674.41,0.432,2675.897,1.487
46,Task 4: sum4,1675.507,2187.74,0.428,3863.675,1675.935
47,Task 1: sum1,0.904,2178.589,0.473,2179.966,1.377
47,Task 2: sum2,1179.521,2189.588,0.5,3369.609,1180.021
47,Task 3: sum3,0.71,2672.529,0.45,2673.69,1.161
47,Task 4: sum4,1673.27,2190.142,0.479,3863.891,1673.749
48,Task 1: sum1,1.055,2180.372,0.477,2181.904,1.532
48,Task 2: sum2,1181.452,2194.289,0.501,3376.241,1181.952
48,Task 3: sum3,1.29,2676.478,0.498,2678.265,1.787
48,Task 4: sum4,1677.807,2191.298,0.441,3869.545,1678.248
49,Task 1: sum1,0.821,2179.909,0.504,2181.235,1.325
49,Task 2: sum2,1180.772,2187.01,0.507,3368.289,1181.279
49,Task 3: sum3,0.739,2673.67,0.445,2674.853,1.184
49,Task 4: sum4,1674.442,2190.373,0.484,3865.299,1674.926
50,Task 1: sum1,0.92,2180.513,0.492,2181.925,1.412
50,Task 2: sum2,1181.523,2191.856,0.485,3373.864,1182.008
50,Task 3: sum3,0.821,2671.895,0.476,2673.192,1.297
50,Task 4: sum4,1672.925,2188.462,0.458,3861.844,1673.382

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 1: sum1,0.896,2179.953,0.484,2181.333,1.380
AVERAGE,Task 2: sum2,1181.014,2190.054,0.495,3371.564,1181.510
AVERAGE,Task 3: sum3,0.823,2674.231,0.469,2675.523,1.292
AVERAGE,Task 4: sum4,1675.123,2190.512,0.486,3866.122,1675.609
