Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
1,Task 1: sum1,27.516,2288.346,3.507,2319.369,31.023
1,Task 2: sum2,22.951,2289.876,0.73,2313.556,23.68
1,Task 3: sum3,22.182,2288.482,3.315,2313.979,25.497
1,Task 4: sum4,23.956,2289.958,0.699,2314.613,24.655
2,Task 1: sum1,0.999,2289.52,1.636,2292.155,2.635
2,Task 2: sum2,1.272,2289.894,0.622,2291.788,1.894
2,Task 3: sum3,0.829,2288.782,0.611,2290.223,1.441
2,Task 4: sum4,0.99,2290.256,0.694,2291.94,1.684
3,Task 1: sum1,0.905,2289.537,1.682,2292.124,2.587
3,Task 2: sum2,1.195,2289.28,0.608,2291.083,1.803
3,Task 3: sum3,1.005,2289.477,1.214,2291.697,2.22
3,Task 4: sum4,1.222,2289.526,0.634,2291.383,1.856
4,Task 1: sum1,1.144,2289.216,1.815,2292.175,2.959
4,Task 2: sum2,1.418,2290.388,0.614,2292.42,2.032
4,Task 3: sum3,0.927,2289.021,1.256,2291.204,2.183
4,Task 4: sum4,1.145,2289.995,0.612,2291.753,1.758
5,Task 1: sum1,0.877,2289.319,0.576,2290.773,1.454
5,Task 2: sum2,0.898,2290.106,0.891,2291.894,1.788
5,Task 3: sum3,1.086,2289.32,1.37,2291.776,2.456
5,Task 4: sum4,1.47,2290.111,0.59,2292.17,2.059

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 1: sum1,0.981,2289.398,1.427,2291.807,2.409
AVERAGE,Task 2: sum2,1.196,2289.917,0.684,2291.796,1.879
AVERAGE,Task 3: sum3,0.962,2289.150,1.113,2291.225,2.075
AVERAGE,Task 4: sum4,1.207,2289.972,0.632,2291.811,1.839
