Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
11,Task 4: sum4,1190.623,2190.16,0.45,3381.234,1191.074
12,Task 2: sum2,0.568,2190.143,0.469,2191.18,1.037
12,Task 1: sum1,0.813,4370.23,0.469,4371.512,1.282
12,Task 3: sum3,0.48,2191.265,0.46,2192.205,0.94
12,Task 4: sum4,1191.783,2191.464,0.425,3383.672,1192.208
13,Task 2: sum2,0.495,2190.871,0.481,2191.847,0.976
13,Task 1: sum1,0.759,4371.439,0.438,4372.636,1.198
13,Task 3: sum3,0.642,2188.321,0.449,2189.412,1.091
13,Task 4: sum4,1189.018,2187.406,0.458,3376.882,1189.476
14,Task 2: sum2,0.51,2191.906,0.475,2192.892,0.986
14,Task 1: sum1,0.672,4373.58,0.463,4374.715,1.135
14,Task 3: sum3,0.6,2190.134,0.437,2191.171,1.037
14,Task 4: sum4,1190.766,2192.005,0.378,3383.149,1191.144
15,Task 2: sum2,0.501,2188.853,0.46,2189.814,0.961
15,Task 1: sum1,0.881,4368.366,0.498,4369.745,1.38
15,Task 3: sum3,0.953,2188.347,0.468,2189.769,1.422
15,Task 4: sum4,1189.343,2188.411,0.417,3378.171,1189.76
16,Task 2: sum2,0.51,2188.836,0.495,2189.842,1.005
16,Task 1: sum1,0.744,4367.407,0.505,4368.656,1.249
16,Task 3: sum3,0.511,2188.91,0.494,2189.915,1.005
16,Task 4: sum4,1189.463,2189.141,0.424,3379.028,1189.887
17,Task 2: sum2,0.535,2189.832,0.489,2190.856,1.024
17,Task 1: sum1,0.583,4368.933,0.495,4370.011,1.078
17,Task 3: sum3,0.469,2189.887,0.45,2190.806,0.919
17,Task 4: sum4,1190.389,2191.209,0.39,3381.988,1190.779
18,Task 2: sum2,0.542,2190.588,0.505,2191.635,1.047
18,Task 1: sum1,0.921,4370.573,0.503,4371.997,1.424
18,Task 3: sum3,0.968,2189.69,0.447,2191.104,1.415
18,Task 4: sum4,1190.696,2192.125,0.461,3383.282,1191.157
19,Task 2: sum2,0.496,2190.825,0.516,2191.837,1.012
19,Task 1: sum1,0.75,4372.055,0.437,4373.242,1.188
19,Task 3: sum3,0.725,2190.448,0.465,2191.638,1.19
19,Task 4: sum4,1191.205,2192.495,0.477,3384.178,1191.683
20,Task 2: sum2,0.538,2191.242,0.451,2192.231,0.989
20,Task 1: sum1,0.869,4373.406,0.473,4374.748,1.342
20,Task 3: sum3,1.197,2191.498,0.465,2193.16,1.662
20,Task 4: sum4,1192.726,2192.263,0.428,3385.418,1193.155
21,Task 2: sum2,0.516,2191.994,0.475,2192.984,0.991
21,Task 1: sum1,0.756,4373.561,0.486,4374.803,1.242
21,Task 3: sum3,0.616,2191.897,0.506,2193.019,1.122
21,Task 4: sum4,1192.525,2192.373,0.438,3385.336,1192.963
22,Task 2: sum2,0.526,2191.75,0.481,2192.757,1.007
22,Task 1: sum1,0.717,4371.927,0.464,4373.108,1.181
22,Task 3: sum3,0.822,2188.868,0.467,2190.157,1.289
22,Task 4: sum4,1189.868,2191.016,0.414,3381.298,1190.282
23,Task 2: sum2,0.582,2188.83,0.466,2189.878,1.048
23,Task 1: sum1,0.647,4367.697,0.438,4368.782,1.085
23,Task 3: sum3,0.517,2188.534,0.467,2189.518,0.984
23,Task 4: sum4,1189.082,2190.104,0.419,3379.606,1189.501
24,Task 2: sum2,0.512,2189.227,0.469,2190.208,0.981
24,Task 1: sum1,0.666,4368.563,0.472,4369.701,1.138
24,Task 3: sum3,0.553,2189.179,0.462,2190.194,1.015
24,Task 4: sum4,1189.762,2190.195,0.469,3380.426,1190.231
25,Task 2: sum2,0.523,2190.687,0.495,2191.704,1.018
25,Task 1: sum1,0.726,4370.38,0.499,4371.605,1.225
25,Task 3: sum3,0.563,2190.163,0.469,2191.195,1.032
25,Task 4: sum4,1190.829,2191.005,0.439,3382.272,1191.268
26,Task 2: sum2,0.528,2190.705,0.461,2191.694,0.989
26,Task 1: sum1,0.584,4371.747,0.471,4372.802,1.055
26,Task 3: sum3,1.286,2190.331,0.456,2192.074,1.742
26,Task 4: sum4,1191.68,2191.828,0.422,3383.929,1192.101
27,Task 2: sum2,0.541,2189.393,0.503,2190.436,1.044
27,Task 1: sum1,0.852,4368.691,0.52,4370.063,1.372
27,Task 3: sum3,1.108,2187.907,0.472,2189.487,1.579
27,Task 4: sum4,1189.06,2188.733,0.376,3378.169,1189.436
28,Task 2: sum2,0.526,2187.947,0.492,2188.965,1.018
28,Task 1: sum1,0.797,4367.517,0.502,4368.817,1.299
28,Task 3: sum3,0.666,2188.806,0.516,2189.988,1.182
28,Task 4: sum4,1189.52,2189.234,0.467,3379.221,1189.987
29,Task 2: sum2,0.538,2188.852,0.463,2189.853,1.001
29,Task 1: sum1,1.018,4367.2,0.5,4368.717,1.518
29,Task 3: sum3,0.93,2189.095,0.47,2190.495,1.4
29,Task 4: sum4,1190.067,2189.888,0.428,3380.383,1190.495
30,Task 2: sum2,0.504,2190.565,0.489,2191.557,0.993
30,Task 1: sum1,0.685,4370.312,0.526,4371.523,1.211
30,Task 3: sum3,0.52,2189.219,0.499,2190.238,1.019
30,Task 4: sum4,1189.77,2190.8,0.466,3381.036,1190.236
31,Task 2: sum2,0.522,2190.532,0.518,2191.573,1.04
31,Task 1: sum1,0.678,4371.165,0.461,4372.304,1.139
31,Task 3: sum3,1.38,2190.964,0.439,2192.783,1.819
31,Task 4: sum4,1192.41,2191.21,0.416,3384.036,1192.826
32,Task 2: sum2,0.489,2190.441,0.449,2191.379,0.938
32,Task 1: sum1,0.668,4370.747,0.467,4371.883,1.136
32,Task 3: sum3,0.732,2188.796,0.442,2189.97,1.174
32,Task 4: sum4,1189.642,2187.772,0.421,3377.835,1190.063
33,Task 2: sum2,0.511,2190.99,0.533,2192.035,1.044
33,Task 1: sum1,0.663,4371.537,0.526,4372.726,1.189
33,Task 3: sum3,0.54,2189.034,0.523,2190.098,1.064
33,Task 4: sum4,1189.647,2190.269,0.42,3380.336,1190.068
34,Task 2: sum2,0.507,2187.735,0.458,2188.7,0.965
34,Task 1: sum1,0.772,4365.447,0.429,4366.647,1.2
34,Task 3: sum3,1.226,2188.257,0.452,2189.936,1.679
34,Task 4: sum4,1189.512,2189.161,0.429,3379.102,1189.941
35,Task 2: sum2,0.54,2188.65,0.484,2189.674,1.024
35,Task 1: sum1,0.893,4367.845,0.573,4369.31,1.465
35,Task 3: sum3,0.725,2188.825,0.482,2190.032,1.207
35,Task 4: sum4,1189.722,2188.523,0.461,3378.706,1190.183
36,Task 2: sum2,0.538,2187.85,0.483,2188.871,1.021
36,Task 1: sum1,0.82,4368.753,0.477,4370.049,1.296
36,Task 3: sum3,0.905,2190.221,0.511,2191.637,1.416
36,Task 4: sum4,1191.361,2190.546,0.389,3382.296,1191.75
37,Task 2: sum2,0.526,2189.896,0.467,2190.89,0.994
37,Task 1: sum1,0.759,4369.801,0.439,4370.999,1.198
37,Task 3: sum3,0.502,2189.902,0.448,2190.852,0.95
37,Task 4: sum4,1190.442,2190.248,0.409,3381.1,1190.851
38,Task 2: sum2,0.492,2192.009,0.496,2192.997,0.988
38,Task 1: sum1,0.765,4372.735,0.517,4374.018,1.282
38,Task 3: sum3,0.973,2190.799,0.502,2192.274,1.475
38,Task 4: sum4,1191.921,2192.068,0.445,3384.434,1192.366
39,Task 2: sum2,0.526,2191.303,0.516,2192.345,1.042
39,Task 1: sum1,0.558,4372.061,0.504,4373.123,1.062
39,Task 3: sum3,1.025,2191.51,0.466,2193.001,1.491
39,Task 4: sum4,1192.568,2192.365,0.454,3385.387,1193.022
40,Task 2: sum2,0.517,2191.793,0.461,2192.772,0.978
40,Task 1: sum1,0.668,4373.368,0.565,4374.601,1.233
40,Task 3: sum3,0.653,2190.549,0.461,2191.664,1.114
40,Task 4: sum4,1191.24,2191.306,0.436,3382.981,1191.675
41,Task 2: sum2,0.502,2189.973,0.471,2190.946,0.973
41,Task 1: sum1,0.659,4369.741,0.443,4370.843,1.102
41,Task 3: sum3,0.542,2189.105,0.477,2190.124,1.019
41,Task 4: sum4,1189.655,2189.76,0.43,3379.845,1190.085
42,Task 2: sum2,0.531,2188.613,0.476,2189.62,1.008
42,Task 1: sum1,0.535,4367.189,0.518,4368.242,1.053
42,Task 3: sum3,1.016,2188.758,0.465,2190.239,1.481
42,Task 4: sum4,1189.802,2189.213,0.44,3379.455,1190.242
43,Task 2: sum2,0.521,2190.635,0.474,2191.629,0.995
43,Task 1: sum1,0.791,4370.527,0.47,4371.787,1.26
43,Task 3: sum3,0.631,2189.587,0.464,2190.683,1.096
43,Task 4: sum4,1190.26,2191.073,0.413,3381.746,1190.673
44,Task 2: sum2,0.504,2190.428,0.465,2191.397,0.969
44,Task 1: sum1,0.791,4371.06,0.525,4372.376,1.316
44,Task 3: sum3,0.6,2190.939,0.619,2192.159,1.22
44,Task 4: sum4,1191.568,2191.62,0.397,3383.585,1191.965
45,Task 2: sum2,0.51,2190.901,0.539,2191.95,1.049
45,Task 1: sum1,0.792,4371.683,0.467,4372.943,1.259
45,Task 3: sum3,0.493,2189.806,0.425,2190.724,0.918
45,Task 4: sum4,1190.321,2190.111,0.503,3380.935,1190.823
46,Task 2: sum2,0.491,2189.229,0.446,2190.166,0.937
46,Task 1: sum1,0.779,4367.651,0.461,4368.891,1.24
46,Task 3: sum3,0.544,2188.233,0.464,2189.242,1.008
46,Task 4: sum4,1188.806,2188.955,0.449,3378.21,1189.254
47,Task 2: sum2,0.505,2188.423,0.477,2189.405,0.981
47,Task 1: sum1,0.865,4366.295,0.486,4367.646,1.351
47,Task 3: sum3,0.841,2188.563,0.435,2189.839,1.276
47,Task 4: sum4,1189.452,2189.189,0.51,3379.15,1189.961
48,Task 2: sum2,0.535,2189.414,0.461,2190.41,0.996
48,Task 1: sum1,0.649,4368.923,0.442,4370.014,1.091
48,Task 3: sum3,0.514,2188.961,0.445,2189.921,0.959
48,Task 4: sum4,1189.511,2190.646,0.47,3380.628,1189.982
49,Task 2: sum2,0.534,2190.02,0.508,2191.062,1.042
49,Task 1: sum1,0.722,4369.955,0.461,4371.138,1.183
49,Task 3: sum3,0.535,2190.621,0.459,2191.615,0.994
49,Task 4: sum4,1191.181,2191.819,0.485,3383.484,1191.666
50,Task 2: sum2,0.523,2190.855,0.5,2191.879,1.024
50,Task 1: sum1,0.933,4371.519,0.519,4372.971,1.452
50,Task 3: sum3,0.974,2190.315,0.458,2191.747,1.432
50,Task 4: sum4,1191.316,2190.982,0.482,3382.78,1191.798

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 2: sum2,0.522,2190.122,0.483,2191.126,1.004
AVERAGE,Task 1: sum1,0.769,4370.209,0.484,4371.463,1.253
AVERAGE,Task 3: sum3,0.771,2189.760,0.472,2191.004,1.243
AVERAGE,Task 4: sum4,1190.584,2190.605,0.435,3381.625,1191.020
