Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
20,Task 4: sum4,2198.993,2196.041,0.444,4395.478,2199.437
20,Task 2: sum2,0.513,6586.921,0.482,6587.916,0.995
21,Task 1: sum1,0.591,2181.89,0.494,2182.975,1.085
21,Task 3: sum3,0.978,2193.058,0.498,2194.534,1.476
21,Task 4: sum4,2193.719,2193.115,0.467,4387.3,2194.186
21,Task 2: sum2,0.656,6578.539,0.469,6579.665,1.125
22,Task 1: sum1,0.766,2182.392,0.427,2183.585,1.193
22,Task 3: sum3,0.753,2191.939,0.54,2193.232,1.293
22,Task 4: sum4,2192.376,2190.384,0.415,4383.175,2192.791
22,Task 2: sum2,0.549,6573.024,0.414,6573.987,0.963
23,Task 1: sum1,0.903,2177.298,0.49,2178.691,1.393
23,Task 3: sum3,1.031,2187.279,0.459,2188.769,1.49
23,Task 4: sum4,2187.987,2189.375,0.43,4377.791,2188.416
23,Task 2: sum2,1.182,6564.783,0.54,6566.506,1.722
24,Task 1: sum1,0.937,2178.455,0.484,2179.877,1.422
24,Task 3: sum3,0.743,2187.281,0.515,2188.54,1.258
24,Task 4: sum4,2187.702,2188.399,0.45,4376.551,2188.152
24,Task 2: sum2,0.756,6563.421,0.459,6564.635,1.215
25,Task 1: sum1,0.791,2179.538,0.49,2180.819,1.281
25,Task 3: sum3,0.718,2191.489,0.483,2192.69,1.201
25,Task 4: sum4,2191.895,2188.729,0.479,4381.104,2192.375
25,Task 2: sum2,0.454,6567.929,0.492,6568.875,0.946
26,Task 1: sum1,0.788,2178.562,0.465,2179.814,1.253
26,Task 3: sum3,0.728,2189.301,0.446,2190.475,1.174
26,Task 4: sum4,2189.725,2190.147,0.455,4380.326,2190.18
26,Task 2: sum2,0.547,6570.142,0.467,6571.156,1.014
27,Task 1: sum1,0.932,2182.588,0.439,2183.959,1.371
27,Task 3: sum3,0.985,2190.178,0.475,2191.638,1.46
27,Task 4: sum4,2190.83,2190.952,0.447,4382.228,2191.277
27,Task 2: sum2,1.386,6570.812,0.452,6572.651,1.838
28,Task 1: sum1,0.811,2179.854,0.454,2181.12,1.266
28,Task 3: sum3,0.937,2191.696,0.453,2193.086,1.39
28,Task 4: sum4,2192.314,2194.185,0.476,4386.975,2192.79
28,Task 2: sum2,1.385,6577.985,0.466,6579.836,1.85
29,Task 1: sum1,0.822,2181.371,0.448,2182.641,1.27
29,Task 3: sum3,1.054,2191.09,0.475,2192.619,1.529
29,Task 4: sum4,2191.821,2191.678,0.459,4383.958,2192.28
29,Task 2: sum2,1.219,6574.447,0.496,6576.162,1.715
30,Task 1: sum1,0.761,2180.5,0.459,2181.719,1.219
30,Task 3: sum3,0.949,2189.391,0.462,2190.802,1.411
30,Task 4: sum4,2190.035,2188.728,0.451,4379.214,2190.485
30,Task 2: sum2,0.805,6566.655,0.534,6567.993,1.339
31,Task 1: sum1,0.757,2178.475,0.451,2179.683,1.207
31,Task 3: sum3,0.916,2189.367,0.448,2190.731,1.364
31,Task 4: sum4,2189.998,2186.191,0.483,4376.671,2190.48
31,Task 2: sum2,0.558,6564.172,0.459,6565.189,1.017
32,Task 1: sum1,0.89,2179.134,0.494,2180.517,1.384
32,Task 3: sum3,0.634,2189.565,0.453,2190.653,1.088
32,Task 4: sum4,2190.524,2190.259,0.481,4381.263,2191.005
32,Task 2: sum2,1.13,6569.26,0.468,6570.858,1.598
33,Task 1: sum1,0.749,2179.77,0.46,2180.978,1.209
33,Task 3: sum3,1.345,2193.036,0.455,2194.835,1.8
33,Task 4: sum4,2193.951,2193.283,0.494,4387.727,2194.445
33,Task 2: sum2,1.327,6578.497,0.472,6580.296,1.799
34,Task 1: sum1,0.92,2180.674,0.505,2182.099,1.425
34,Task 3: sum3,0.595,2192.644,0.439,2193.677,1.034
34,Task 4: sum4,2193.525,2191.456,0.449,4385.431,2193.975
34,Task 2: sum2,0.905,6576.596,0.449,6577.95,1.354
35,Task 1: sum1,0.737,2181.52,0.473,2182.729,1.21
35,Task 3: sum3,1.074,2190.302,0.501,2191.876,1.574
35,Task 4: sum4,2191.048,2190.247,0.475,4381.77,2191.523
35,Task 2: sum2,0.561,6570.832,0.482,6571.875,1.043
36,Task 1: sum1,0.745,2178.367,0.454,2179.565,1.198
36,Task 3: sum3,0.925,2188.676,0.437,2190.038,1.362
36,Task 4: sum4,2189.311,2189.132,0.47,4378.913,2189.781
36,Task 2: sum2,0.653,6566.652,0.501,6567.806,1.154
37,Task 1: sum1,0.748,2178.381,0.509,2179.637,1.257
37,Task 3: sum3,0.941,2191.629,0.432,2193.002,1.373
37,Task 4: sum4,2192.236,2191.006,0.445,4383.688,2192.681
37,Task 2: sum2,0.628,6573.071,0.505,6574.204,1.133
38,Task 1: sum1,0.756,2179.269,0.453,2180.477,1.209
38,Task 3: sum3,0.957,2190.004,0.444,2191.405,1.401
38,Task 4: sum4,2190.65,2190.761,0.526,4381.937,2191.176
38,Task 2: sum2,0.862,6570.505,0.464,6571.831,1.326
39,Task 1: sum1,0.811,2180.162,0.536,2181.509,1.347
39,Task 3: sum3,0.72,2188.837,0.458,2190.015,1.178
39,Task 4: sum4,2189.253,2188.309,0.481,4378.043,2189.734
39,Task 2: sum2,0.542,6565.809,0.469,6566.82,1.011
40,Task 1: sum1,0.744,2177.103,0.444,2178.291,1.188
40,Task 3: sum3,0.718,2189.215,0.474,2190.407,1.192
40,Task 4: sum4,2189.634,2191.085,0.498,4381.218,2190.133
40,Task 2: sum2,0.514,6569.532,0.472,6570.518,0.985
41,Task 1: sum1,0.763,2178.616,0.423,2179.803,1.186
41,Task 3: sum3,0.931,2188.787,0.435,2190.153,1.366
41,Task 4: sum4,2189.419,2189.079,0.462,4378.96,2189.881
41,Task 2: sum2,0.552,6566.165,0.458,6567.175,1.01
42,Task 1: sum1,0.872,2180.881,0.451,2182.204,1.323
42,Task 3: sum3,0.941,2192.027,0.454,2193.423,1.396
42,Task 4: sum4,2192.656,2191.883,0.452,4384.991,2193.108
42,Task 2: sum2,1.36,6574.875,0.461,6576.696,1.821
43,Task 1: sum1,0.878,2179.6,0.425,2180.903,1.303
43,Task 3: sum3,1.126,2189.939,0.444,2191.51,1.571
43,Task 4: sum4,2190.709,2191.495,0.517,4382.72,2191.225
43,Task 2: sum2,1.301,6572.268,0.508,6574.077,1.809
44,Task 1: sum1,0.82,2182.721,0.483,2184.024,1.304
44,Task 3: sum3,1.006,2190.934,0.448,2192.387,1.454
44,Task 4: sum4,2191.598,2191.344,0.444,4383.386,2192.042
44,Task 2: sum2,1.021,6573.854,0.437,6575.311,1.457
45,Task 1: sum1,0.87,2180.514,0.48,2181.864,1.35
45,Task 3: sum3,0.93,2189.582,0.441,2190.953,1.371
45,Task 4: sum4,2190.2,2190.628,0.538,4381.365,2190.737
45,Task 2: sum2,1.095,6571.532,0.44,6573.067,1.536
46,Task 1: sum1,0.771,2181.435,0.431,2182.637,1.202
46,Task 3: sum3,0.969,2191.816,0.44,2193.224,1.408
46,Task 4: sum4,2192.457,2191.371,0.452,4384.281,2192.909
46,Task 2: sum2,0.973,6574.592,0.45,6576.015,1.423
47,Task 1: sum1,0.756,2181.483,0.435,2182.674,1.191
47,Task 3: sum3,0.966,2188.751,0.466,2190.183,1.432
47,Task 4: sum4,2189.404,2189.19,0.487,4379.081,2189.891
47,Task 2: sum2,0.518,6566.588,0.441,6567.547,0.959
48,Task 1: sum1,0.752,2178.205,0.473,2179.43,1.225
48,Task 3: sum3,0.908,2187.532,0.459,2188.899,1.367
48,Task 4: sum4,2188.146,2187.077,0.512,4375.736,2188.659
48,Task 2: sum2,0.468,6563.912,0.511,6564.891,0.979
49,Task 1: sum1,0.723,2179.381,0.473,2180.577,1.197
49,Task 3: sum3,0.818,2190.258,0.458,2191.534,1.276
49,Task 4: sum4,2190.748,2190.679,0.486,4381.913,2191.234
49,Task 2: sum2,0.476,6570.588,0.46,6571.524,0.936
50,Task 1: sum1,0.755,2179.773,0.509,2181.037,1.264
50,Task 3: sum3,0.927,2190.905,0.483,2192.314,1.41
50,Task 4: sum4,2191.53,2191.476,0.482,4383.488,2192.012
50,Task 2: sum2,0.881,6572.935,0.456,6574.271,1.336

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 1: sum1,0.800,2179.999,0.471,2181.271,1.272
AVERAGE,Task 3: sum3,0.946,2190.516,0.467,2191.928,1.413
AVERAGE,Task 4: sum4,2191.161,2190.644,0.475,4382.280,2191.636
AVERAGE,Task 2: sum2,0.851,6571.359,0.473,6572.683,1.324
