Iteration,Task,Request Latency (ms),Task Execution (ms),Response Latency (ms),Total End-to-End (ms),Network Overhead (ms)
1,Task 2: sum2,21.171,2288.452,0.787,2310.409,21.958
1,Task 1: sum1,25.404,4576.884,0.69,4602.978,26.094
1,Task 3: sum3,21.825,2288.488,0.689,2311.002,22.514
1,Task 4: sum4,1310.359,2288.521,0.7,3599.58,1311.059
2,Task 2: sum2,1.114,2288.555,0.596,2290.265,1.709
2,Task 1: sum1,1.329,4577.076,0.64,4579.045,1.969
2,Task 3: sum3,0.959,2288.088,0.732,2289.779,1.691
2,Task 4: sum4,1289.101,2288.514,0.84,3578.455,1289.942
3,Task 2: sum2,1.043,2288.924,0.634,2290.601,1.677
3,Task 1: sum1,0.827,4577.442,0.678,4578.947,1.505
3,Task 3: sum3,0.881,2288.269,0.635,2289.785,1.516
3,Task 4: sum4,1289.233,2288.317,0.663,3578.212,1289.896
4,Task 2: sum2,0.979,2288.94,0.848,2290.767,1.827
4,Task 1: sum1,0.86,4577.921,0.869,4579.65,1.729
4,Task 3: sum3,0.981,2288.207,0.609,2289.796,1.59
4,Task 4: sum4,1289.265,2288.384,0.584,3578.233,1289.849
5,Task 2: sum2,0.832,2288.303,0.58,2289.715,1.412
5,Task 1: sum1,0.908,4576.701,0.58,4578.189,1.488
5,Task 3: sum3,0.93,2288.38,0.579,2289.888,1.508
5,Task 4: sum4,1289.365,2288.511,0.629,3578.505,1289.993

---,AVERAGES (excl. iter 1),---,---,---,---,---
AVERAGE,Task 2: sum2,0.992,2288.680,0.664,2290.337,1.656
AVERAGE,Task 1: sum1,0.981,4577.285,0.692,4578.958,1.673
AVERAGE,Task 3: sum3,0.938,2288.236,0.639,2289.812,1.576
AVERAGE,Task 4: sum4,1289.241,2288.432,0.679,3578.351,1289.920
